EC,description,uniprot,transferred,unspecific_ec
4.2.1.80,2-oxopent-4-enoate hydratase.,Q9KWS4 Q47HM0 Q400K2 Q47GC8 Q49KF9 Q706S1 C1DRI8 A4JPX9 Q9S156 A7ZI97 B7L506 Q8XEC1 B5Z2Q5 B7NK05 B7MPB7 B7M2Z8 A7ZWZ7 P77608 B7N8Q7 B1LIN5 A6TAC6 B2JQV8 Q13VU0 Q3Z556,FALSE,4.2.1
4.2.1.81,D(-)-tartrate dehydratase.,P14407 Q89FH0,FALSE,4.2.1
4.2.1.82,Xylonate dehydratase.,D4GP40 P77596 P39358,FALSE,4.2.1
4.2.1.84,Nitrile hydratase.,P21219 P29378 A9V2C1 P27764 P97051 Q7SID2 P13448 Q53118 P27763 P97052 Q7SID3 P13449 Q53117 P21220 P29379,FALSE,4.2.1
4.2.1.85,Dimethylmaleate hydratase.,Q0QLE2 Q0QLE1,FALSE,4.2.1
4.2.1.89,Transferred entry: 2.8.3.21 4.2.1.149,A7ZHC9 B7UI84 B7MAG1 B7L4G1 Q8XA32 B5YYD2 B7NHE2 B7MNP5 B7M0D5 C4ZPW4 B1XBG3 A7ZVY8 A1A788 Q0TLV1 Q8FLA4 B1IRD8 P31572 B7N7R3 B6HYY9 B1LFX1 Q1RGG0 B7LWM9 B4EY24 Q8GB19 Q57TI9 B5R1R1 B5RGA5 Q5PIK9 B5BL56 Q8Z9L3 Q8ZRX3 Q32K59 Q0T8F6 P59394 A8ALR7 Q8XA35 Q0TLV3 Q8FLA6 B1IRE0 P31551 B1LFW9 B4EY26 Q8GB17 B5F749 A9MR28 Q57TJ1 B5FHG4 B5R1Q9 B5RGA4 B4TIG9 B4T6J5 Q5PIL1 A9MYJ5 C0Q4L2 B5BL54 B4TWR3 Q8Z9L5 Q8ZRX5 P59395,TRUE,4.2.1
4.2.1.9,Dihydroxy-acid dehydratase.,Q10318 P39522 Q6FCR9 Q5P8J4 Q7WQA2 Q7WC98 Q7W069 Q89LK8 Q394V3 Q8FPX6 Q475B2 Q8TPV2 Q5Z0M2 Q3IJH1 Q98BZ8 Q49Z08 Q6F6Q0 Q5P6F1 Q7WJP7 Q7W497 Q7VUN6 Q89KY5 Q39DS9 Q8FMR1 Q46YI9 Q8TKM8 Q5YX61 Q3ID04 Q98LB3 Q49UX2 Q5NY71 Q7WFQ5 Q89HA2 Q5YRV8 B0CEN4 A1TMA7 B7GUZ8 B7I2C2 B2I2H6 B0VQ11 A3MAA0 B0VAE1 A0LSR8 A5FXD0 A3MYG9 B3GZT6 B0BS03 A6VLE6 A0KQS4 Q9YG88 A4SHE9 C4ZAW6 Q8UE43 B9JDW2 B9JWU3 B2UR52 B8JAT1 Q2IH17 A7HIA1 B4UI29 O67009 Q9LIR4 A8EWJ4 O29248 A0JXZ9 A8IES7 B6YQV1 A1K344 C1DI94 C3P6S2 C3L6P6 A0RCL3 Q81S26 B7JJG8 Q9XBI3 B7IS44 C1EPL6 B7HIP0 B7HMM7 A7GNQ7 B9IX72 Q81F26 Q63CV3 Q5L9I8 Q64PS6 Q9K8E4 Q6HKA0 Q65IB0 A8FEC5 Q5WEM9 P51785 Q8A608 A6L3E7 A7Z5T7 A9VPN7 Q6G543 A9ILS3 B2IJH6 A1A0T7 Q8G3H2 B7GUP9 Q7VRL8 Q491Z0 Q2KZT7 B2S7Z5 Q2YNW9 Q57FS2 A9M6V2 C0RGF9 Q8YEN0 A5VN43 B0CIL1 Q8G353 B8D8F8 P57656 O51887 B8D8B5 P59426 Q056W3 Q9RQ56 Q9RQ48 Q9RQ52 A3MLQ5 A2SAC7 Q62LG7 A1V5Z0 A3NSI6 Q3JV12 A3N6U9 Q63WB9 Q2T0B6 A4JN03 B9MPM8 Q8RDJ9 A4XHR9 A7GVT2 A0RRN7 A7I439 A8FJH6 A7H1A6 Q9PJ98 A1VX91 Q5HXE4 B9KE56 Q3AER0 P55186 B8H367 B3PIW6 A9WF68 B8G762 Q3APB9 B3EHP3 Q3B589 B3QMA2 A1BES8 A4SFC2 B9LM83 B3QSP3 Q8KER4 Q1QU47 Q7NYJ7 A5CPY3 B0RIN3 Q97EE3 A6LTK6 B2UYT6 B2TIR2 B8I5A9 B9E299 A5N8V4 A0Q0E8 P31959 A3DIY3 Q47UN7 C3PFW7 Q6NHN6 A4QDM9 Q8NQZ9 Q4JUN3 C4LJI1 B1WTN3 B7JXB4 Q11NN5 Q47JC0 Q3Z888 A5FR35 Q3ZXH9 Q1IYZ8 Q9RV97 B8FHH7 C6BUM7 Q317H9 B1I250 B8FU95 C4XT34 A8ZTQ7 Q725Q1 B8DMM1 A1V9E1 A8LKN5 A7ZTX3 B7UMM8 B7MGI3 B7L8B3 Q8XAV1 B5YY20 B7NU26 B7N266 B7M5B9 C4ZZ41 A8A6M7 A1AHU3 Q0TAU9 Q8FBR5 B1IWX5 P05791 B7NF78 B6I4A8 B1LLU6 Q1R4G6 C5BBA5 A4WG37 B2VI72 B7LU82 C4Z566 A6GWT7 Q2J4D1 B0TZC0 A8L8S7 Q14II4 B2SH83 A0Q6R5 Q5NH32 A4IYA1 B5EHV2 B9M5B4 Q5KYA5 B3E5X8 Q39W79 Q74BW7 C6E521 A5G7V6 Q7NGK1 Q5FN26 Q0BQR6 Q4QMF8 A5UDY7 A5UHP2 P44851 B8F506 Q0I1F1 Q2SA20 A1WTG1 Q5V545 B8CX17 Q7VHW3 A4G341 B0UW18 Q31I28 B4U6Z8 Q0C2B5 A8AB39 A6SVP5 B5XZ01 A6TGF8 B2GLR9 Q1ILZ0 Q02139 A2RKQ9 Q02YY5 A9KT71 Q6AEN9 Q04RA5 Q053H5 B1Y816 Q72TC0 Q8F219 Q03UL2 Q92A32 C1KWS7 Q71Y38 B8DBU8 Q8Y5S2 A0AK88 B9EBF6 A0L8Q3 Q2W485 Q65QD4 A6W1Q9 A6UUU2 A7I7L0 Q46AU2 Q12TW7 Q606D6 Q1H4H6 Q2FMZ1 Q58672 Q8TW40 A4FZM0 A9A6N6 A6VIV7 Q8Q078 A3CU68 Q6M0F3 A2SFL0 A5UML4 A4YEN4 B8EQC8 Q2NE10 O27498 A0B6Y9 A6URV4 B0JJP7 Q2RG93 A0QMH2 P65155 O06069 Q73TT7 A3PSS2 P9WKJ4 P9WKJ5 A0PMV4 Q3IMV2 B9L6Y0 Q5F8G6 Q9JUE0 Q9JS61 A1KU04 Q0ADX6 Q82XY7 Q1QRS7 Q2YC67 Q3J9N3 A6Q182 Q3SW60 A1SM84 B2J456 Q8YTE6 Q2G7E9 Q8EN63 A6WV39 A6LDP0 A1B673 A7HXI4 P57957 Q6CZC7 C6DHH1 Q3A3A5 B4SDK2 A1AS43 Q4FM19 C0QUI2 Q7MYJ5 Q6LLH7 Q6KZ30 A4SWN4 A1VR98 B1XVE9 Q12BW0 A3PCI2 A8G4F2 A2CAC6 A9BAQ7 A2BW57 Q31BA3 Q7VC95 B4F1U3 Q7TV16 Q7V1T1 A2BQQ9 Q46LF6 Q48PA6 Q15MY9 A6UYF6 B7V2R6 Q02U62 Q9I6E0 Q1IGF7 Q4K498 C3K3P0 A4Y036 A5WAG2 Q3K559 B0KN82 Q88CQ2 B1J2M0 Q87V83 Q4ZZ83 A4VRN4 Q4FS54 A1SRU7 Q9UZ03 Q8ZYU6 A4WN46 A3MUK8 Q8U297 A1RSI5 B1YBN8 Q8XWR1 A9WP05 B3PWV1 Q2K9I7 Q1MIB2 B5ZZ62 Q92M28 Q7UJ69 P31874 Q21X56 Q2ISQ1 Q07IE7 Q6N9S5 B3Q6A0 Q2RTF9 A3PRB5 Q3IXP4 A7NNA3 A5UY13 Q5LN98 Q1GDP8 A1AWH6 Q21NV7 B5EZ28 A8M5F5 Q57HU7 B5FN65 B5QVG2 B5RFT3 B4TB04 B4SZ17 Q5PK00 A9MXE2 C0Q2U8 B5BIR7 B4TNS1 Q8Z377 P40810 A8GL60 A1SAS5 B8E8A9 A3D9T2 A6WTI9 A9L621 Q12IN9 Q088M9 B0TJR3 A3Q9L6 Q8E9D9 A8GZD9 A4YBI7 B8CHS0 A0KS32 A8G0Z3 Q0HNC3 Q0HQG3 A1RPG2 B1KQ88 B2TU20 Q31UL3 Q329V0 Q0SYW3 Q83PI6 Q3YVJ3 C3MIR3 A6UD23 Q2NQA6 Q1GTW7 A7X4M5 A6U3D8 Q2FF71 Q2FWK7 A5IUJ9 Q2YUF6 Q5HEE8 A6QIQ0 P65156 P65157 Q6GF19 Q6G7Q4 A8Z4V6 P65158 B9DMJ2 Q5HMG3 Q8CNL6 Q4L7T6 Q82E99 O69198 B1VSL0 B4SMU1 B2FMH4 Q8DRT7 Q04I44 B5E3D3 C1CAX1 B1I9U2 B8ZPQ2 P65159 B2IN52 P65160 A4W3W3 A3CR42 A4VXL9 Q5LYH1 Q5M334 C1CH59 C1CNA5 C1CU32 Q4J860 Q30UI5 C3N1G8 C4KKJ8 C3MKM4 C3MS47 C3NLR8 C3N9R7 A6QD02 Q97UB2 B2VAB3 Q96YK0 Q67KX6 Q2LXP6 Q31QL1 A0LF54 Q2JTX6 Q2JK60 Q5N3N2 Q7U763 A5GTE2 Q3AXL0 Q3AK67 P74689 C5BMB1 Q8DK13 Q47MS7 Q9WZ21 A5IJM4 B1L8U4 Q72JA8 Q5SIY0 B5YKD5 C4LDS1 Q8KTS9 Q11AD1 Q83HI6 Q83GP9 B1GYS7 A1WMU5 A5CWQ3 A5F497 Q9KVW0 C3LPA1 Q5E1P2 B5FCY6 Q87KB6 B7VMZ0 Q8DDG1 Q7MGI8 Q7MAN4 Q8PQI0 Q3BYS5 Q4UZT2 B0RMB4 Q8PDJ3 Q2NY76 B2SK80 Q5GUY8 A7IBD6 B2I699 Q9PH47 B0U281 Q87F63 A1JI53 A7FD26 Q1CBS9 B2JZH0 Q8ZAB3 A9R8F3 Q1CNM8 A4TRE8 Q66G45 B1JQ32 Q5NLJ4,FALSE,4.2.1
4.2.1.90,L-rhamnonate dehydratase.,A8I5F1 B1YMY4 Q1BGJ0 B1KAV6 A0KDV2 Q0BA70 A8MA91 A9BQY2 B7UFQ9 B7MG14 Q8XE07 B7MXS8 C4ZU89 B1X8W0 A8A2B3 A1AD99 Q0TFJ5 Q8FFM8 B1IXU0 P77215 B1LLK1 Q1R9G8 B5XNY1 A6TBU8 B2JLI8 B2TFM7 Q13LW5 Q12DF1 A4FLW9 B5EZH0 Q57M62 B5FNT1 B5R264 B5RCB6 B4TBF8 B4SYW3 Q5PIM9 A9N5C2 C0Q077 B5BCQ4 B4TPH4 Q8Z548 Q8ZNF9 Q31Z80 Q3YZV9 C4LDK0 A1WFL2,FALSE,4.2.1
4.2.1.91,Arogenate dehydratase.,Q9SA96 Q9SSE7 Q9ZUY3 O22241 Q9FNJ8 Q9SGD6 Q01269,FALSE,4.2.1
4.2.1.92,Hydroperoxide dehydratase.,K4BV52 Q9LLB0 Q8GZP5 O16025 Q7Y0C8 Q7XYS3 Q40778 Q6Z6L1 Q6Z6K9 Q96242 P48417,FALSE,4.2.1
4.2.1.93,ATP-dependent NAD(P)H-hydrate dehydratase.,E3LAQ9 E3L9T1 Q17NP0 C0NFV9 E3XDZ8 Q94AF2 Q4X1F8 F4NZ38 E1BNQ4 A8X354 P32740 Q59M69 C4YSU5 E2QUI9 F6RCC2 A8N8Z0 Q5K8L4 F1Q575 Q54FJ9 Q9VVW8 B5DHB2 Q5B0D6 C4LZV8 Q8IW45 B7PBI5 F7E727 Q9CZ42 C7YKN8 A7RRZ8 Q7SHU9 E0VSF4 Q0UVK8 B7FXE8 A9RY03 D3BMU4 Q5R824 D4AAT7 O94347 C5Y210 Q4P219 F6HDM2 P36059,FALSE,4.2.1
4.2.1.94,Scytalone dehydratase.,O14434 Q00455 P56221,FALSE,4.2.1
4.2.1.96,4a-hydroxytetrahydrobiopterin dehydratase.,Q9LU63 Q6QJ72 Q475Y4 Q7NM43 Q9DG45 Q46VT8 Q7NK35 Q9H0N5 Q9CZL5 Q5R7K1 A1TND7 C1F425 A5FWK8 A0KJG4 A4SNJ1 Q8UC22 B9JCJ2 B9JUA0 A6TVX6 B4RXT2 Q3MA60 O66462 Q5P905 A1K7V8 C1DQH9 P61732 Q2KXB6 Q7WG14 Q7W4J0 Q7VU17 Q3ZBD3 Q89WZ6 A5E8P9 A4YJY8 B2S7X9 Q2YNV0 Q57FT6 A9M6T4 C0RGE2 P65722 A5VN26 B0CIJ4 P65723 B1YQ64 B1K1I7 A0K2V4 B4E566 Q0BJP4 Q39L06 A9AJD5 Q62FU4 Q3JXT0 Q63PF1 A4JA07 Q9TZH6 B0T207 Q9ABI2 B8GYB5 Q11D07 O73930 A9WI69 B8G3F7 B3ECB9 Q3B6N5 B3QQ83 B9LCC8 Q8KFI4 Q1QXY2 Q7NVH7 Q47XN8 B8HU56 Q11PN9 Q47IX1 Q54RY8 A8LKP0 O76454 P58249 A0M1H4 Q2SCE8 A1WWH9 B9LPE3 Q5V1I9 B0R6B9 Q9HP73 A9AXS2 P61457 Q31HZ6 P0C8L6 Q5QU19 Q28VA7 Q1IP68 Q5X3Q4 A5IDI1 Q5ZU09 Q5WV42 A1TZA3 A6VSD2 Q60BH8 A4YEM3 B0JQV0 P61458 A0QCA6 B1MLG8 P0A5S3 A1KHV0 C1AMF4 B8ZRQ6 Q9CBX1 P61733 A0R2K7 A3Q4G7 A1UKF3 Q1B4N5 A5U1K8 P9WI92 P9WI93 A1TDS4 Q3ISB3 Q0ADS7 Q82Y13 Q1QHE0 Q2YB52 Q3J910 Q3SNS9 Q5YQC8 B2IVV2 Q8YNL6 Q2G9B0 A6WV21 B6JAT9 B1ZY08 A1B3I3 A7HSX5 B2T7M8 Q13SM2 Q3A282 B4SAU0 B4RBN1 Q6LI45 A3PBL6 A8G3K7 A2C7K4 A2BVF3 Q31C42 Q7VD93 Q7V689 Q7V2I5 A2BPX4 Q46GT1 Q48G05 A6VAA4 B7UY63 Q02I31 P43335 Q1I6Y2 Q4KG97 C3K0W5 Q3IIZ3 A5W0C1 Q3KG65 B0KRW3 Q88EH2 B1JCI6 Q885L1 Q4ZQG4 A4VQE0 Q4FVF3 A1SSU3 B2UGY6 Q8XU38 P61459 Q2K3A7 Q1MAM8 Q98E92 B5ZTF5 Q92L66 Q2J3Z9 Q07N39 P61734 Q214W1 Q13D98 B3Q9E4 Q2RNC0 Q3IZF4 A8GYB5 Q1RGM6 A8EXY4 Q4UKS5 A7NS25 Q16BN1 A5UPS5 Q1AUE0 Q5LM31 Q1GDR0 Q21MC6 O42658 A1S7S0 B8E7N1 A3D2P0 A6WLE1 A9KVE9 Q12L03 Q084Y3 B0TNB2 A3QCV5 Q8EGD7 A8H2I7 A4Y581 B8CLA1 A0KYY8 Q0HGZ0 Q0HT97 A1RLI8 B1KMK3 C3MAI8 A6UE17 Q01VX3 A5V667 Q82M02 O86722 B4SPV4 B2FM88 Q4J6J6 C3MZU9 C4KJC1 C3MTL3 Q97WM6 Q96YL0 B1XN71 A5GMR6 Q7U5B3 Q0I8H5 P73790 Q8DHW8 B9L1Y8 Q3SHT9 Q116J2 A5F0J0 A7N3S9 Q9KLB9 C3LW91 Q87IM9 Q8D6S1 Q7MDN2 Q8PKQ3 Q3BSV4 Q4UUW5 B0RTH5 Q8P8Z8 Q2P1A2 B2STN6 Q5GYA0 Q91901 B2I9W6 Q9PAB4 B0U5V4 Q87A51 P38744,FALSE,4.2.1
4.2.1.99,2-methylisocitrate dehydratase.,P09339 P70920 Q6NH63 Q8FTA8 Q8NQ98 Q4JVM4 Q937N8 Q9RTN7 Q2A1K3 O08451 A0QX20 O53166 Q9I3F5 Q1RKD5 Q92G90 Q4UK20 Q9ZCF4 Q68VV0 Q8ZP52 Q5HG69 P63433 P99148 Q6GH55 Q6G9K9 P63434 Q5HPJ0 Q8CPC2 Q59938 Q5SMF6 P36683 Q9ZL64 P56418 Q9I2V5 Q8ZRS8 P74582 P37032,FALSE,4.2.1
4.2.1.n1,Transferred entry: 4.2.1.126,Q65P54 Q838I8 Q88SC3 Q9KVE0 Q87S81 Q65CQ5 Q831R4 Q88SB0 Q9KU39 Q87FD6 A3N2I4 B3GYL8 B0BRD0 A6VKY9 A0KFC0 B9JJJ9 B6EJZ8 A6TVQ2 Q3MGL8 C3P1J8 C3LE93 Q81UP1 B7JSA1 Q73D01 B7II82 C1EYT0 B7HER4 B7HXH0 A7GLK9 B9IR64 Q81HH1 Q63FJ0 Q5LI89 Q64ZA1 Q9K6Z9 Q6HMZ5 A8F9E0 Q5WLA2 Q45582 Q8ABH7 A7Z0U6 A9VGE7 Q39MM8 Q8RD35 Q97MM1 A7FTM1 C3KUL4 A6LUQ7 B2TPW8 A5I1H8 C1FLJ7 B1IK79 A7GD48 B1L0G9 Q480D3 A7MGZ1 Q6A8M7 B1WPP6 B7KFK5 B7JYZ1 Q1J3J3 Q9RYU5 A7ZPM8 B7UGC8 B7MHT0 B7LCH2 Q8XBJ2 B5YZX3 B7NPW4 B7MY79 B7M6T7 C4ZVV9 B1XA99 A8A2S5 A1ADU3 Q0TF40 Q8FFB0 B1IX44 P76535 B7N618 B6I504 B1LMM2 Q1R8U4 C5BBH3 A4WDD1 B2VEB1 B7LKK7 C4KZ07 B0TXA4 Q2A5B0 A0Q804 Q5NEW3 C5DAG6 A4IPI2 Q7NE68 A0M6M4 P44862 B8F4V1 Q0I1F8 B0UW11 Q28KP2 Q8GC81 Q5FIF8 Q03QK0 Q040J1 Q74HC8 Q9CGG6 A2RL43 Q02Z51 C1KVV7 Q71Z09 A0AJB3 Q65R16 B0JQG3 Q6MTZ7 A0QNX1 B2IU18 Q8YUC0 Q8ESL3 A6X3M9 Q04HN0 P57951 Q6D234 Q184N3 A9BFQ1 Q7N9D8 Q6LL16 B2RK20 Q7MVG5 A2C236 A2C9U9 Q7VC01 Q7V7N4 Q46L21 Q15N71 A8F7W0 A1STT9 Q986Q8 Q7UNL6 Q1AYD7 B5F1F1 Q57LE0 B5FRB5 B5QTT8 B5RD39 B4TDE5 B4T1E8 Q5PII8 A9N1U1 B5BAU0 Q2S6G3 B4TS04 Q8Z4L2 Q8ZN25 A8GI17 B2TX17 Q31Y51 Q32DC6 Q0T280 Q83QN4 Q3YZB4 Q2FK71 Q2G1G6 Q2YUY9 Q5HJI1 Q99X30 Q7A805 Q6GKB5 Q6GCT5 Q7A1Y2 Q5HLT3 Q8CRD9 Q4L8H4 Q49ZN6 Q82GH3 Q9KXT4 Q67RV4 O33701 Q2JMP1 B1XMC7 Q5N1U7 Q7U6S0 Q3AXW8 Q3AJT5 P73585 Q8DJQ1 Q47U25 B0K1N2 Q119L1 A7MTC9 Q5E5T7 B5FDJ8 B7VJM5 Q8D4Z4 Q7MBS3 A7FFU6 Q1C5E3 B2KA40 Q8ZCP8 A9R410 Q1CKD6 A4TMY1 Q667V7 B1JRW1,TRUE,4.2.1
4.2.1.n2,Transferred entry: 4.2.1.134,Q4W1W1 B0YJ81 Q9QY80 Q9N1R5 Q2KIP8 Q6Y1H2 Q9D3B1 Q5RBK3 A7YY55 Q5ZM57 Q7SY06 Q9P035 Q8K2C9 Q5NVQ2 Q0P5C7 Q5VWC8 A2AKM2 Q6GNB5 Q7XSZ4 Q5ZEJ0 Q8VZB2 O17040 O14346 P40857,TRUE,4.2.1
4.2.2.1,Hyaluronate lyase.,P0CZ00 P0CZ01 Q59801 Q53591 Q54873 B2FHL8,FALSE,4.2.2
4.2.2.10,Pectin lyase.,O34819 P94449 A1CFS2 B0XT36 B8N6W5 Q4WV10 A2R3I1 Q01172 Q2TXM4 Q0CYL8 Q00374 Q5BAU9 A1CYC2 Q12639 B0YCL3 Q4WIS6 A2QFN7 Q00205 Q2TWM1 Q5BA61 A2QW65 Q5MBK3 Q2UCT7 Q5BEB9 B8NVB7 A2RBL2 P22864 Q2TXS4 Q5AQJ1 P24112 P27027 B3GQR3 Q0CFF7 Q0CZD4 B0Y0L8 B8N316 A2R6A1 Q8NJK6 Q2UJA7 Q5B3J8 A1DEH0 D3JTC1 Q9X6Z2 D3JTC2 Q65EF5 O34310,FALSE,4.2.2
4.2.2.2,Pectate lyase.,Q9LJ42 Q9LTZ0 Q9SCP2 Q93Z04 Q9SVQ6 Q944R1 O65456 O65457 Q9C5M8 P24396 Q9LFP5 P27760 Q940Q1 Q96385 P18632 Q9SCG9 P81294 Q9LLT1 Q6CZT4 P0C1C0 Q93WF1 Q9FM66 Q93Z25 P27761 O65388 Q6CZT3 P0C1C1 P28744 Q9M9S2 Q6CZT2 P0C1C2 P0C1C3 P27762 Q9C8G4 P15721 P15722 P27759 Q9FXD8 O64510 Q9SRH4 Q9M8Z8 Q9LRM5 B0XT32 B8NE46 Q4WIT0 A2QV36 Q9C2Z0 Q2U8R6 P0C1A2 P0C1A3 Q5AVN4 A1CYB8 D3JTC1 Q9X6Z2 B8NBC2 Q2TZY0 Q0CBV0 O59939 P04959 Q00645 D3JTC2 B0XMA2 B8NQQ7 Q4WL88 Q2UB83 Q0CLG7 Q65EF5 O34310 P11073 Q5B297 A1DPF0 B0YB89 Q4WGV9 Q0CJ49 P18209 Q5BA88 A1DCY5 P04960 P0C1A4 A1C4B8 B0Y9M8 B8NX10 Q4WC29 Q2TW49 P0C1A5 Q5B7Z3 A1DBJ7 B0Y953 B8NJZ7 Q4WKV8 Q0CCF8 Q5B024 A1D5E3 Q0CJ20 Q5AY82 Q5ATC7 P0C1A6 P0C1A7 P14005 P11278 P16530 P39116 P40973 P72242 Q59671 Q51915 Q60140 P40972 Q56806 O24554,FALSE,4.2.2
4.2.2.21,Chondroitin-sulfate-ABC exolyase.,C5G6D7 Q8A2I1 C7S340,FALSE,4.2.2
4.2.2.22,Pectate trisaccharide-lyase.,Q65DC2 Q8GCB2 B1B6T1 Q9WYR4 B1L969,FALSE,4.2.2
4.2.2.23,Rhamnogalacturonan endolyase.,P78710 Q00019 A1C995 B0YEH9 B8NCU7 Q4W9T6 A2R2L1 Q8NJK5 Q2U0Q1 Q0CVU1 Q5AX45 A1D9P9 B0XPA2 B8N5T6 Q4WR79 A5ABH4 Q2UDJ8 Q0C7K7 Q5AZ85 A1D144 Q2U5P7 Q5B5P1 Q8RJP2 O31526,FALSE,4.2.2
4.2.2.25,Gellan lyase.,O82833 P85513,FALSE,4.2.2
4.2.2.26,Oligo-alginate lyase.,Q21FJ0 B2FSW8,FALSE,4.2.2
4.2.2.3,Mannuronate-specific alginate lyase.,Q9ZFG9 O50660 C1DP89 O52195 Q9ZNB7 A6V1P7 B7UUU9 Q02R18 Q06749 Q1I563 Q4KHY5 P59786 C3KDZ3 A5W8V4 Q3KHR0 B0KGQ9 Q88ND1 B1J479 Q887Q5 Q9L7P2 Q4ZXL0 P39049 Q59478 Q59639 Q06365 B2FHL8,FALSE,4.2.2
4.2.2.4,Transferred entry: 4.2.2.20 4.2.2.21,P59807 C5G6D7 Q8A2I1 C7S340,TRUE,4.2.2
4.2.2.6,Oligogalacturonide lyase.,P21258 Q59418,FALSE,4.2.2
4.2.2.7,Heparin lyase.,P83054 Q05819 C6XZB6,FALSE,4.2.2
4.2.2.8,Heparin-sulfate lyase.,C6XZB6 C7EXL6 Q89YR9 Q59289,FALSE,4.2.2
4.2.2.9,Pectate disaccharide-lyase.,Q05526 P22751,FALSE,4.2.2
4.2.2.n1,Peptidoglycan lytic exotransglycosylase.,P27380 P03726 P57531 Q8K9A7 P0A936 P0A935 Q9KPQ4 P41052 A3N339 B3GYW8 B0BSH0 A6VLS0 A8API2 A7MLX9 A7ZR89 B7UI10 B7MN10 B7LFM1 Q8XCS6 B5YQG2 B7NI32 B7MZB8 B7LYZ3 C5A0N2 B1XFC3 A8A4A6 A1AFE9 Q0TDN8 P0C067 B1ISK6 P0C066 B7N7L9 B6I7A0 B1LDH3 Q1R762 C5BCE9 A4WEA0 B7LPT3 Q7VKB7 Q4QMD8 A5UDW4 A5UHR5 P44049 B8F6F0 Q0I513 B0UWE6 B5XU88 A6TDX1 Q65VT8 Q9CLB8 Q6D8K0 Q7N7I2 A9MQR3 Q57K03 Q5PMM0 A9N4R0 Q8Z3T9 Q8ZM39 A8GJ50 B2U178 Q31WM5 Q32C32 Q0T0S4 Q83Q83 Q3YXF0 Q2NRB3 A1JPV7 A7FEX3 Q1CB94 B2K0V2 Q8ZHE6 A9R6R2 Q1CEV1 A4TI58 Q666M2 P0AEZ8 P0AEZ7 P57352 Q89AM2 Q0A9W6 Q0A9T8 A3N214 B3GYE5 B0BQV5 A6VMD7 A0KJ50 A4SNZ5 Q0VRG6 B4RVK5 B3PLH7 Q1QZB1 A8AD27 Q47XX8 A7MGZ5 A8ZWR8 B3Y154 A7ZQ01 Q8XA45 B1XB33 A8A366 A1AE89 Q0TET0 Q8FF25 B1IVR9 P0AGC5 B1LP71 Q1R8H6 A4WDC7 B2VEB4 Q7VN03 Q4QNV4 A5UAQ3 A5UG36 P44587 Q0I361 Q2SK06 B0UUK3 Q5QWY4 A6TCH2 A0L862 Q65RJ5 A1U3J1 Q0AQY9 Q1H288 Q2Y6L9 Q9CPJ2 Q6D237 Q6LU25 Q48LX4 A6V102 Q02RN8 Q9HXN1 Q1I5L3 Q4KHS7 Q3IHZ1 A4XXV1 A5VZC8 Q3KHL5 B0KRE9 Q88P17 B1JDH3 Q886W7 Q4ZX03 A4VP14 Q21KP0 A9MGY7 Q57LE4 Q5PIH0 A9N1U5 Q8Z4L5 Q8ZN28 A8GI11 A1S850 A3D6V0 A6WQN7 A9KWW4 Q12PR8 Q085S2 B0TLJ6 A3QCH2 Q8EC56 A8H256 A4Y8T1 A0KUK5 A8FY01 Q0HKV0 Q0HX48 A1RHR2 B1KLC4 B2TXX1 Q31XS9 Q32D14 Q0T1W2 P0AGC6 Q3YYZ7 Q2NS21 Q30PQ0 Q3SJH8 A5F353 A7MSG2 Q9KTN5 Q5E750 Q87RW1 Q8DF80 Q7MN72 A1JKM2 A7FFU9 Q1C5E6 B2KA37 Q74SQ6 A9R413 Q1CKD3 A4TMX8 Q667W0 B1JRW4 P0AGC4 P0AGC3 P39433 P44888 P39434 O64046,FALSE,4.2.2
4.2.2.n2,Peptidoglycan lytic endotransglycosylase.,Q83RQ0 A8AFS5 A7MKC3 B7UQ77 B7MK90 B7LGV3 Q8XDJ7 B5YXL7 B7NUV4 B7MTX1 B7LXA7 C4ZTN4 B1XAN4 A1AAB6 Q0TII2 P59243 B1IU99 P0C960 B7N3Z9 B1LHX3 Q1RCQ2 A4WBE8 B7LSJ1 B5XQ85 A6TAW0 Q57NL3 B5R2X1 B5R901 Q5PN08 A9MVX1 C0Q334 B5BI54 Q8XGT6 Q7CQE4 Q31ZN3 Q32H22 Q0T5K7 Q83RP9 Q3Z2V5 P51771 P03706,FALSE,4.2.2
4.3.1.1,Aspartate ammonia-lyase.,P26899 Q59200 Q8XDS0 P0AC39 P0AC38 P44324 Q9ZLI5 P56149 Q9HTD7 P07346 P33109 P0AC40,FALSE,4.3.1
4.3.1.12,Ornithine cyclodeaminase.,P09773 Q59701 Q59175 Q8YCY1 Q8FVE4 Q88H32,FALSE,4.3.1
4.3.1.14,3-aminobutyryl-CoA ammonia-lyase.,E3PRK1 Q8RHX1,FALSE,4.3.1
4.3.1.15,Diaminopropionate ammonia-lyase.,P66901 P66900 P66899 P40817,FALSE,4.3.1
4.3.1.16,Threo-3-hydroxy-L-aspartate ammonia-lyase.,A4F2N8 P36007,FALSE,4.3.1
